,id_left,date,latitude,longitude,Dates,Time,time_bins,coordinates,index_right,addr:city,addr:country,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,height,landuse,office,shop,source,start_date,wikipedia,id_right,timestamp,version,tags,osm_type,internet_access,changeset
140,141,19-02-22 23:07,103.8655538,1.4375258780000002,2022-02-19,23:07:00,Evening,POINT (103.8655538 1.4375258780000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,142,08-03-21 07:34,103.80903640000001,1.243457506,2021-08-03,07:34:00,Morning,POINT (103.80903640000001 1.243457506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,143,02-05-21 14:23,103.7900035,1.278737832,2021-02-05,14:23:00,Morning,POINT (103.7900035 1.278737832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,21-07-21 10:04,103.80996309999999,1.356921981,2021-07-21,10:04:00,Morning,POINT (103.80996309999999 1.356921981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,06-12-21 21:19,103.7075797,1.239520953,2021-06-12,21:19:00,Evening,POINT (103.7075797 1.239520953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,18-10-21 16:57,103.7370608,1.400511651,2021-10-18,16:57:00,Morning,POINT (103.7370608 1.400511651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,147,28-01-21 12:14,103.8999525,1.258245483,2021-01-28,12:14:00,Morning,POINT (103.8999525 1.258245483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,148,01-01-21 16:12,103.7655733,1.298112514,2021-01-01,16:12:00,Morning,POINT (103.7655733 1.298112514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,30-11-21 18:54,103.9605266,1.2868393470000001,2021-11-30,18:54:00,Evening,POINT (103.9605266 1.2868393470000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,24-01-22 06:59,103.76528090000001,1.279342052,2022-01-24,06:59:00,Morning,POINT (103.76528090000001 1.279342052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,06-10-21 23:54,103.7194627,1.415216073,2021-06-10,23:54:00,Evening,POINT (103.7194627 1.415216073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,03-05-21 00:35,103.7214585,1.432160027,2021-03-05,00:35:00,Evening,POINT (103.7214585 1.432160027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,153,11-06-21 21:06,103.78271099999999,1.251595859,2021-11-06,21:06:00,Evening,POINT (103.78271099999999 1.251595859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,154,07-03-22 16:18,103.87526190000001,1.2652562920000001,2022-07-03,16:18:00,Morning,POINT (103.87526190000001 1.2652562920000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,08-10-21 08:24,103.8794412,1.261152737,2021-08-10,08:24:00,Morning,POINT (103.8794412 1.261152737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,20-04-22 23:23,103.8387003,1.434811289,2022-04-20,23:23:00,Evening,POINT (103.8387003 1.434811289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,157,22-02-21 08:32,103.8522146,1.347076053,2021-02-22,08:32:00,Morning,POINT (103.8522146 1.347076053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,15-12-21 01:08,103.7935205,1.3868780969999999,2021-12-15,01:08:00,Evening,POINT (103.7935205 1.3868780969999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,03-04-21 09:35,103.7280175,1.390729277,2021-03-04,09:35:00,Morning,POINT (103.7280175 1.390729277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,160,18-01-21 14:31,103.8576058,1.3565337690000001,2021-01-18,14:31:00,Morning,POINT (103.8576058 1.3565337690000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,161,02-08-21 12:29,103.78791020000001,1.4032550990000001,2021-02-08,12:29:00,Morning,POINT (103.78791020000001 1.4032550990000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,06-04-22 11:45,103.7287226,1.249550041,2022-06-04,11:45:00,Morning,POINT (103.7287226 1.249550041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,31-03-22 04:31,103.9119075,1.385090545,2022-03-31,04:31:00,Evening,POINT (103.9119075 1.385090545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,164,16-10-21 00:51,103.8517113,1.2383809959999998,2021-10-16,00:51:00,Evening,POINT (103.8517113 1.2383809959999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,165,29-09-21 15:36,103.9131503,1.300651902,2021-09-29,15:36:00,Morning,POINT (103.9131503 1.300651902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,166,15-09-21 20:07,103.8627638,1.395607025,2021-09-15,20:07:00,Evening,POINT (103.8627638 1.395607025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,27-06-21 05:05,103.76796170000001,1.269632137,2021-06-27,05:05:00,Evening,POINT (103.76796170000001 1.269632137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168,28-08-21 13:09,103.9489043,1.431114455,2021-08-28,13:09:00,Morning,POINT (103.9489043 1.431114455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,15-03-21 08:30,103.9103958,1.4305628259999998,2021-03-15,08:30:00,Morning,POINT (103.9103958 1.4305628259999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,16-02-21 14:42,103.8203139,1.371957034,2021-02-16,14:42:00,Morning,POINT (103.8203139 1.371957034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,22-11-20 06:29,103.9478122,1.328036727,2020-11-22,06:29:00,Morning,POINT (103.9478122 1.328036727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,31-12-21 00:50,103.82352519999999,1.428551781,2021-12-31,00:50:00,Evening,POINT (103.82352519999999 1.428551781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,29-12-20 23:45,103.89685250000001,1.352369999,2020-12-29,23:45:00,Evening,POINT (103.89685250000001 1.352369999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,20-09-21 10:27,103.8128395,1.311778312,2021-09-20,10:27:00,Morning,POINT (103.8128395 1.311778312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,06-09-21 18:04,103.7391025,1.269553413,2021-06-09,18:04:00,Evening,POINT (103.7391025 1.269553413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176,27-05-21 17:04,103.92310429999999,1.297938078,2021-05-27,17:04:00,Morning,POINT (103.92310429999999 1.297938078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,10-10-21 17:14,103.8679844,1.3642305080000001,2021-10-10,17:14:00,Morning,POINT (103.8679844 1.3642305080000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,28-08-21 22:31,103.86169009999999,1.3537400569999998,2021-08-28,22:31:00,Evening,POINT (103.86169009999999 1.3537400569999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179,22-11-20 06:16,103.9165358,1.320783933,2020-11-22,06:16:00,Morning,POINT (103.9165358 1.320783933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,03-08-21 18:06,103.8590703,1.2384515740000002,2021-03-08,18:06:00,Evening,POINT (103.8590703 1.2384515740000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,20-11-20 11:33,103.877923,1.422346076,2020-11-20,11:33:00,Morning,POINT (103.877923 1.422346076),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,17-12-20 19:08,103.92723459999999,1.2747325059999999,2020-12-17,19:08:00,Evening,POINT (103.92723459999999 1.2747325059999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,24-01-21 19:39,103.7869469,1.284992655,2021-01-24,19:39:00,Evening,POINT (103.7869469 1.284992655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,28-02-21 04:00,103.8457921,1.32362834,2021-02-28,04:00:00,Evening,POINT (103.8457921 1.32362834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,17-07-21 21:32,103.8936489,1.428272919,2021-07-17,21:32:00,Evening,POINT (103.8936489 1.428272919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,11-06-21 11:28,103.7346859,1.34006955,2021-11-06,11:28:00,Morning,POINT (103.7346859 1.34006955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,11-10-21 04:50,103.8949484,1.2359519559999999,2021-11-10,04:50:00,Evening,POINT (103.8949484 1.2359519559999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,03-07-21 16:55,103.8335276,1.265399535,2021-03-07,16:55:00,Morning,POINT (103.8335276 1.265399535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,22-05-21 01:31,103.9207046,1.2959656659999998,2021-05-22,01:31:00,Evening,POINT (103.9207046 1.2959656659999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,24-12-20 19:50,103.7299983,1.419435543,2020-12-24,19:50:00,Evening,POINT (103.7299983 1.419435543),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,09-10-21 21:05,103.7432824,1.367477144,2021-09-10,21:05:00,Evening,POINT (103.7432824 1.367477144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,26-03-21 14:58,103.8158266,1.3813220430000002,2021-03-26,14:58:00,Morning,POINT (103.8158266 1.3813220430000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,20-11-21 13:39,103.8198455,1.2984934240000001,2021-11-20,13:39:00,Morning,POINT (103.8198455 1.2984934240000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,01-01-22 19:36,103.9303952,1.32620578,2022-01-01,19:36:00,Evening,POINT (103.9303952 1.32620578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,25-12-20 03:13,103.78311020000001,1.294403083,2020-12-25,03:13:00,Evening,POINT (103.78311020000001 1.294403083),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,09-02-22 10:22,103.70754000000001,1.4172771130000001,2022-09-02,10:22:00,Morning,POINT (103.70754000000001 1.4172771130000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,13-05-21 01:25,103.8625814,1.312733615,2021-05-13,01:25:00,Evening,POINT (103.8625814 1.312733615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,22-11-20 16:32,103.8235603,1.309887345,2020-11-22,16:32:00,Morning,POINT (103.8235603 1.309887345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,10-12-21 19:45,103.8020584,1.249349265,2021-10-12,19:45:00,Evening,POINT (103.8020584 1.249349265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,02-11-21 14:46,103.7390172,1.40915931,2021-02-11,14:46:00,Morning,POINT (103.7390172 1.40915931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,201,18-02-21 03:44,103.91548420000001,1.396760346,2021-02-18,03:44:00,Evening,POINT (103.91548420000001 1.396760346),5065.0,Singapore,SG,651,Punggol Eastdale,820651,,Punggol Central,,,,,,,residential,,,18,,,,,,,,Bing,,,218215264.0,0.0,-1.0,"{""residential"":""HDB""}",way,,
201,202,09-10-21 00:36,103.9668306,1.397763114,2021-09-10,00:36:00,Evening,POINT (103.9668306 1.397763114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,06-10-21 14:56,103.7288796,1.237381402,2021-06-10,14:56:00,Morning,POINT (103.7288796 1.237381402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,10-04-22 12:35,103.8365878,1.303256703,2022-10-04,12:35:00,Morning,POINT (103.8365878 1.303256703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,16-11-21 20:01,103.8230463,1.265894289,2021-11-16,20:01:00,Evening,POINT (103.8230463 1.265894289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,14-07-21 03:21,103.9517952,1.24708679,2021-07-14,03:21:00,Evening,POINT (103.9517952 1.24708679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,13-10-20 23:19,103.7550655,1.265416759,2020-10-13,23:19:00,Evening,POINT (103.7550655 1.265416759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,26-11-21 18:03,103.9664773,1.343978889,2021-11-26,18:03:00,Evening,POINT (103.9664773 1.343978889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,01-10-21 05:26,103.9075579,1.4180080380000002,2021-01-10,05:26:00,Evening,POINT (103.9075579 1.4180080380000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,09-12-20 02:01,103.8881262,1.27290579,2020-09-12,02:01:00,Evening,POINT (103.8881262 1.27290579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,27-01-22 17:03,103.8513848,1.2392624859999999,2022-01-27,17:03:00,Morning,POINT (103.8513848 1.2392624859999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,24-01-21 05:41,103.96668340000001,1.346294704,2021-01-24,05:41:00,Evening,POINT (103.96668340000001 1.346294704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,10-04-21 23:52,103.78823009999999,1.2483745370000001,2021-10-04,23:52:00,Evening,POINT (103.78823009999999 1.2483745370000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,10-10-20 22:26,103.9123882,1.331714584,2020-10-10,22:26:00,Evening,POINT (103.9123882 1.331714584),1407.0,Singapore,,609,,470609,,Bedok Reservoir Road,,,,,,,residential,,,10,,,,,,,,,,,110250651.0,0.0,-1.0,"{""residential"":""HDB"",""year"":""1982""}",way,,
214,215,23-11-20 09:28,103.82933220000001,1.378621545,2020-11-23,09:28:00,Morning,POINT (103.82933220000001 1.378621545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,14-03-21 03:56,103.8899038,1.382970085,2021-03-14,03:56:00,Evening,POINT (103.8899038 1.382970085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,09-11-20 04:06,103.9068954,1.357760001,2020-09-11,04:06:00,Evening,POINT (103.9068954 1.357760001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,21-01-21 02:59,103.8731397,1.372574345,2021-01-21,02:59:00,Evening,POINT (103.8731397 1.372574345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,07-10-20 01:18,103.8659816,1.40416454,2020-07-10,01:18:00,Evening,POINT (103.8659816 1.40416454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,27-12-21 01:06,103.88576,1.4350862580000001,2021-12-27,01:06:00,Evening,POINT (103.88576 1.4350862580000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,20-12-21 22:49,103.735472,1.238249326,2021-12-20,22:49:00,Evening,POINT (103.735472 1.238249326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,08-10-21 02:30,103.8750089,1.297158688,2021-08-10,02:30:00,Evening,POINT (103.8750089 1.297158688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,24-01-21 12:20,103.7439932,1.41815865,2021-01-24,12:20:00,Morning,POINT (103.7439932 1.41815865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,21-02-21 05:38,103.93618620000001,1.3767194319999998,2021-02-21,05:38:00,Evening,POINT (103.93618620000001 1.3767194319999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,08-09-21 11:15,103.8756753,1.308260591,2021-08-09,11:15:00,Morning,POINT (103.8756753 1.308260591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,18-12-21 11:12,103.94013000000001,1.338070576,2021-12-18,11:12:00,Morning,POINT (103.94013000000001 1.338070576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,14-01-22 06:21,103.7341172,1.299106876,2022-01-14,06:21:00,Morning,POINT (103.7341172 1.299106876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,24-07-21 11:25,103.69788670000001,1.3143695770000001,2021-07-24,11:25:00,Morning,POINT (103.69788670000001 1.3143695770000001),11406.0,,,,,,,,,Cogent,,,,,industrial,,,,,,,,,company,,Kaart Ground Survey 2017,,,479750744.0,0.0,-1.0,,way,,
228,229,08-02-22 03:27,103.77095940000001,1.343646374,2022-08-02,03:27:00,Evening,POINT (103.77095940000001 1.343646374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,01-01-21 16:48,103.86668890000001,1.3927560559999999,2021-01-01,16:48:00,Morning,POINT (103.86668890000001 1.3927560559999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,27-09-21 06:47,103.7586786,1.31537166,2021-09-27,06:47:00,Morning,POINT (103.7586786 1.31537166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,09-08-21 00:06,103.7549333,1.3515841119999998,2021-09-08,00:06:00,Evening,POINT (103.7549333 1.3515841119999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,09-08-21 03:35,103.69626690000001,1.274852761,2021-09-08,03:35:00,Evening,POINT (103.69626690000001 1.274852761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,15-03-21 02:26,103.7633127,1.302268215,2021-03-15,02:26:00,Evening,POINT (103.7633127 1.302268215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,19-03-21 06:42,103.69833840000001,1.266849425,2021-03-19,06:42:00,Morning,POINT (103.69833840000001 1.266849425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,25-02-21 14:50,103.9003776,1.4027293619999999,2021-02-25,14:50:00,Morning,POINT (103.9003776 1.4027293619999999),7927.0,Singapore,SG,272D,Punggol Residences,824272,,Punggol Walk,,,,,,,residential,,,17,,,,,,,,Mapbox,,,397459098.0,0.0,-1.0,"{""residential"":""HDB""}",way,,
236,237,29-06-21 12:16,103.7345689,1.2713968759999998,2021-06-29,12:16:00,Morning,POINT (103.7345689 1.2713968759999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,25-10-20 16:37,103.7240247,1.4058414680000002,2020-10-25,16:37:00,Morning,POINT (103.7240247 1.4058414680000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,04-11-21 12:06,103.7916349,1.433443789,2021-04-11,12:06:00,Morning,POINT (103.7916349 1.433443789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,21-10-21 01:19,103.70706750000001,1.326798931,2021-10-21,01:19:00,Evening,POINT (103.70706750000001 1.326798931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,19-05-21 20:36,103.9550969,1.332588104,2021-05-19,20:36:00,Evening,POINT (103.9550969 1.332588104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,26-04-21 23:42,103.95942579999999,1.4164929590000002,2021-04-26,23:42:00,Evening,POINT (103.95942579999999 1.4164929590000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,10-06-21 19:08,103.7607495,1.4241016880000001,2021-10-06,19:08:00,Evening,POINT (103.7607495 1.4241016880000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,06-01-22 12:05,103.7811328,1.3955436159999999,2022-06-01,12:05:00,Morning,POINT (103.7811328 1.3955436159999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,19-03-22 14:13,103.73138940000001,1.433475887,2022-03-19,14:13:00,Morning,POINT (103.73138940000001 1.433475887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,04-03-21 01:15,103.9080052,1.305027978,2021-04-03,01:15:00,Evening,POINT (103.9080052 1.305027978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,18-11-20 15:20,103.8841661,1.2897610179999999,2020-11-18,15:20:00,Morning,POINT (103.8841661 1.2897610179999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,20-05-21 02:21,103.7627128,1.340196961,2021-05-20,02:21:00,Evening,POINT (103.7627128 1.340196961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,19-03-21 11:57,103.84239659999999,1.319082983,2021-03-19,11:57:00,Morning,POINT (103.84239659999999 1.319082983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,17-03-22 10:20,103.7529309,1.4025495209999999,2022-03-17,10:20:00,Morning,POINT (103.7529309 1.4025495209999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,09-05-21 16:09,103.84275140000001,1.362310928,2021-09-05,16:09:00,Morning,POINT (103.84275140000001 1.362310928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,15-02-22 09:47,103.82776009999999,1.275725255,2022-02-15,09:47:00,Morning,POINT (103.82776009999999 1.275725255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,05-05-21 00:56,103.7750719,1.4350464090000001,2021-05-05,00:56:00,Evening,POINT (103.7750719 1.4350464090000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,17-10-20 19:00,103.84930370000001,1.2514548620000001,2020-10-17,19:00:00,Evening,POINT (103.84930370000001 1.2514548620000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,30-04-21 19:15,103.793813,1.430115029,2021-04-30,19:15:00,Evening,POINT (103.793813 1.430115029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,08-04-21 14:34,103.701062,1.305468153,2021-08-04,14:34:00,Morning,POINT (103.701062 1.305468153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,22-09-21 22:20,103.7403989,1.3277707509999999,2021-09-22,22:20:00,Evening,POINT (103.7403989 1.3277707509999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,09-05-21 00:51,103.7526766,1.355102859,2021-09-05,00:51:00,Evening,POINT (103.7526766 1.355102859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,26-01-22 01:44,103.7201828,1.302423178,2022-01-26,01:44:00,Evening,POINT (103.7201828 1.302423178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,11-05-21 22:21,103.76894399999999,1.240657837,2021-11-05,22:21:00,Evening,POINT (103.76894399999999 1.240657837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,09-04-22 04:55,103.8745562,1.271258998,2022-09-04,04:55:00,Evening,POINT (103.8745562 1.271258998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,09-11-20 04:12,103.9614383,1.397666747,2020-09-11,04:12:00,Evening,POINT (103.9614383 1.397666747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,13-04-21 06:44,103.78004809999999,1.37795229,2021-04-13,06:44:00,Morning,POINT (103.78004809999999 1.37795229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,13-03-21 21:42,103.9035365,1.285330228,2021-03-13,21:42:00,Evening,POINT (103.9035365 1.285330228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,24-11-20 11:31,103.8696391,1.326236446,2020-11-24,11:31:00,Morning,POINT (103.8696391 1.326236446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,12-02-21 12:33,103.7505968,1.307857675,2021-12-02,12:33:00,Morning,POINT (103.7505968 1.307857675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,02-01-21 01:55,103.8564042,1.290083668,2021-02-01,01:55:00,Evening,POINT (103.8564042 1.290083668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,12-03-22 22:06,103.86752750000001,1.3458926359999999,2022-12-03,22:06:00,Evening,POINT (103.86752750000001 1.3458926359999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,18-10-21 12:13,103.8502014,1.417327356,2021-10-18,12:13:00,Morning,POINT (103.8502014 1.417327356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,30-11-20 08:00,103.816539,1.30786379,2020-11-30,08:00:00,Morning,POINT (103.816539 1.30786379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,24-02-21 15:53,103.8034463,1.287880513,2021-02-24,15:53:00,Morning,POINT (103.8034463 1.287880513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,08-10-20 00:25,103.9331003,1.3500197059999999,2020-08-10,00:25:00,Evening,POINT (103.9331003 1.3500197059999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,27-01-21 00:32,103.7862968,1.316060492,2021-01-27,00:32:00,Evening,POINT (103.7862968 1.316060492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,26-12-21 08:36,103.8781113,1.42365793,2021-12-26,08:36:00,Morning,POINT (103.8781113 1.42365793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,05-11-20 22:51,103.76310459999999,1.25911283,2020-05-11,22:51:00,Evening,POINT (103.76310459999999 1.25911283),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,20-04-21 13:23,103.9046469,1.369061916,2021-04-20,13:23:00,Morning,POINT (103.9046469 1.369061916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,29-01-21 19:13,103.8025827,1.380654069,2021-01-29,19:13:00,Evening,POINT (103.8025827 1.380654069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,23-09-21 03:24,103.697846,1.248851876,2021-09-23,03:24:00,Evening,POINT (103.697846 1.248851876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,02-08-21 01:56,103.8337412,1.4175689809999998,2021-02-08,01:56:00,Evening,POINT (103.8337412 1.4175689809999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,27-12-21 08:18,103.92019140000001,1.3738930059999999,2021-12-27,08:18:00,Morning,POINT (103.92019140000001 1.3738930059999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
